Id,Title,Description,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2686,Seated cable shoulder press,"The seated cable shoulder press is a multijoint machine-based exercise that focuses on the deltoid or shoulder muscles, as well as the triceps. It's most common in muscle-building workouts and rep ranges, usually 8-12 reps or more.",Strength,Shoulders,Cable,Intermediate,8.5,Average
2687,Standing face pull,"The standing face pull is an isolation exercise primarily targeting the rear deltoids, traps, and upper back. It is most often performed with a rope attachment.",Strength,Shoulders,Cable,Intermediate,8.4,Average
2688,Standing cable rear delt row,"The standing cable rear delt row primarily targets the rear deltoids. This movement also hits the traps, rhomboids, and biceps. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused wo",Strength,Shoulders,Cable,Intermediate,8.4,Average
2689,Standing Low-Pulley Deltoid Raise,"The single-arm cable lateral raise is an isolation exercise targeting the shoulders, specifically the medial deltoid. This movement also hits the traps and upper back, and allows you to focus on each side independently. Because grip is a limitation, it i",Strength,Shoulders,Cable,Intermediate,8.3,Average
2690,Standing crossed-cable rear delt fly,"The standing crossed-cable rear delt fly is an isolation exercise for the rear deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Cable,Intermediate,8.2,Average
2691,Cable Shoulder Press,,Strength,Shoulders,Cable,Beginner,8.1,Average
2692,Alternating Cable Shoulder Press,,Strength,Shoulders,Cable,Beginner,8.0,Average
2693,Cable Seated Lateral Raise,,Strength,Shoulders,Cable,Intermediate,6.5,Average
2714,Smith machine shoulder press,The Smith machine shoulder press is a machine-based exercise targeting the deltoid muscles. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength en,Strength,Shoulders,Machine,Intermediate,8.9,Average
2715,Machine shoulder press,"The machine shoulder press is a machine-based exercise targeting the deltoid muscles. It approximates the motion of a free-weight shoulder press, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose be",Strength,Shoulders,Machine,Intermediate,8.9,Average
2716,Reverse Machine Flyes,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing t",Strength,Shoulders,Machine,Intermediate,8.2,Average
2717,Single-arm Smith machine upright row,"The single-arm Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focus",Strength,Shoulders,Machine,Intermediate,7.2,Average
2718,Machine Lateral Raise,,Strength,Shoulders,Machine,Intermediate,7.2,Average
2726,Handstand push-up,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners",Strength,Shoulders,Body Only,Intermediate,8.7,Average
2727,Upward Stretch,,Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2728,Shoulder Circles,,Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2729,Cross-body shoulder stretch,"The cross-body shoulder stretch targets increased flexibility in the shoulders. It is a common inclusion in upper-body dynamic warm-ups prior to training or sports, but can also be performed anytime to ""limber up"" the upper body.",Stretching,Shoulders,Body Only,Intermediate,5.9,Average
2730,Arm circle,"The arm circle is a non-weighted exercise targeting the shoulders. It involves extending your arms to the sides and drawing small circles in the air with your hands. It is common in warm-ups for both training and athletics, and is often performed simply",Stretching,Shoulders,Body Only,Intermediate,5.1,Average
2731,Seated Front Deltoid,,Stretching,Shoulders,Body Only,Beginner,4.5,Average
2732,Shoulder Raise,,Stretching,Shoulders,Body Only,Intermediate,4.1,Average
2733,Hand Stand Push-Up,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners",Strength,Shoulders,Body Only,Intermediate,0.0,Average
2734,Wall walk,"The wall walk is a challenging exercise that works the entire body. From a push-up position, the hands walk back as the feet walk up the wall, then the whole movement is reversed. This is not for beginners, who will need to progress to this exercise.",Strength,Shoulders,Body Only,Intermediate,0.0,
2735,Return Push from Stance,,Plyometrics,Shoulders,Body Only,Intermediate,0.0,
2736,Wall shoulder tap,"The wall shoulder tap is a bodyweight shoulder exercise that is a popular movement for gymnasts, cheerleaders, and other athletes who need to spend a lot of time in dynamic handstand movements. Beginning in a handstand position with toes touching the wal",Strength,Shoulders,Body Only,Intermediate,0.0,
2737,Bear crawl shoulder tap,The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardio,Strength,Shoulders,Body Only,Intermediate,0.0,
2738,Shadow boxing,"Shadow boxing is an exercise typically used in combat sports and fighting. However, it can also make a great cardio session for anyone to implement in a fast-paced circuit or as active rest. It is usually performed for time or rounds.",Cardio,Shoulders,Body Only,Intermediate,0.0,
2739,Bear crawl fire feet,Bear crawl fire feet is a variation of the bear crawl that involves running in place while in a static bear crawl hold. It adds an extra coordination and full-body challenge to an already intense full-body movement that targets the cardiovascular system,Cardio,Shoulders,Body Only,Intermediate,0.0,
2740,Wall sprawl,"The wall sprawl is a bodyweight exercise targeting the shoulders, although numerous other muscles are recruited to complete the exercise. From an all-fours position, you kick up onto the wall, then back down. It's a serious cardiovascular challenge that",Plyometrics,Shoulders,Body Only,Intermediate,0.0,
2757,Backward Medicine Ball Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,6.8,Average
2758,Medicine ball scoop throw,The medicine ball scoop throw is an explosive exercise targeting the abdominals and hips. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a,Plyometrics,Shoulders,Medicine Ball,Intermediate,3.4,Average
2759,Standing Two-Arm Overhead Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,0.0,Average
2760,Incline face-down bar front raise,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different",Strength,Shoulders,E-Z Curl Bar,Intermediate,8.3,Average
2761,Incline anti-gravity shoulder press,"The incline anti-gravity shoulder press is an upper-body exercise targeting the shoulders and upper back. It works the rear delts and upper-back muscles isometrically to hold the weight up, while dynamically training the lateral and front delts. Because",Strength,Shoulders,E-Z Curl Bar,Intermediate,8.2,Average
2763,Side Wrist Pull,,Stretching,Shoulders,None,Beginner,8.4,Average
2764,Elbow Circles,,Stretching,Shoulders,None,Beginner,5.3,Average
2765,Kneeling Arm Drill,,Plyometrics,Shoulders,None,Beginner,4.0,Average
2767,Band overhead triceps press,"The band overhead triceps press is a dynamic arm exercise utilizing a looped exercise band. It could also be performed with an exercise band with handles. It targets the triceps muscles and can be performed for time or reps, either in traditional muscle-",Strength,Triceps,Bands,Intermediate,0.0,
2772,Incline EZ-bar skullcrusher,The incline EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The incline angle helps to target the long head of the triceps in particular. This exercise is usually performed for moderate to high reps as part of an upper-body or ar,Strength,Triceps,Barbell,Intermediate,8.9,Average
2773,Decline Close-Grip Bench To Skull Crusher,,Strength,Triceps,Barbell,Beginner,8.9,Average
2774,Bench Press - Powerlifting,,Powerlifting,Triceps,Barbell,Intermediate,8.7,Average
2775,Behind-the-head skullcrusher,"The behind-the-head skullcrusher is a variation on a triceps exercise that has been a staple of bodybuilders for decades. In this version, instead of the bar coming down lightly to the forehead, the bar tracks over the top of the head without touching it",Strength,Triceps,Barbell,Intermediate,8.7,Average
2776,Standing barbell overhead triceps extension,The standing barbell overhead triceps extension is an isolation movement targeting the triceps. The overhead position targets the long head of the triceps in particular. This movement is generally performed for moderate to high reps as part of the arms-f,Strength,Triceps,Barbell,Intermediate,8.6,Average
2777,Reverse-grip bench press,"The reverse-grip bench press is a popular barbell exercise targeting the chest, triceps, and forearms. The main difference between this exercise and the standard bench press is that the grip is underhand, not overhand. This helps target both the upper ch",Strength,Triceps,Barbell,Intermediate,8.3,Average
2778,Bench Press with Chains,,Powerlifting,Triceps,Barbell,Beginner,8.3,Average
2779,Floor Press,,Powerlifting,Triceps,Barbell,Beginner,8.3,Average
2780,One Arm Floor Press,,Strength,Triceps,Barbell,Beginner,7.3,Average
2781,Pin Presses,,Powerlifting,Triceps,Barbell,Beginner,7.0,Average
2782,JM Press With Bands,,Strength,Triceps,Barbell,Beginner,0.0,
2783,JM Press,,Strength,Triceps,Barbell,Beginner,0.0,
2784,Floor Press with Chains,,Powerlifting,Triceps,Barbell,Beginner,0.0,Average
